Marca temporal;PROGRAMA;A;B;C;D;E;F_;G;H;I;J;K;L;M;N;O;P;Q;R;S;T_;U;V;W;X;Y;Z;AA;AB;AC;AD;AE;AF;AG;AH;AI;AJ;AK;AL;AM;AN;AO;AP;AQ;AR;AS;AT;AU;AV;AW;AX;AY;AZ;BA;BB
10/6/2020 14:40:18;Administración de Empresas;6;8;9;9;9;7;8;9;8;9;8;8;9;9;8;8;9;9;8;8;5;5;1;7;8;8;7;7;9;3;5;8;8;7;8;8;8;9;7;9;9;9;7;9;8;8;8;9;8;8;9;9;8;8
10/6/2020 14:40:34;Administración de Empresas;8;8;8;8;8;8;8;9;7;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;7;7;7;6;6;8;7;7;8;7;7;7;7;8;7;7;7;7;8;8;7;7;8;7;7;7;8;8;8;8
10/6/2020 14:41:25;Administración de Empresas;8;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;7;8;7;7;8;5;7;8;8;6;8;9;9;9;9;9;8;9;2;8;9;8;9;9;8;9;9;9;9;9
10/6/2020 14:41:56;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 14:43:07;Hidráulica, Mención Gestión de Recursos Hídricos;6;7;6;9;8;8;7;9;8;8;8;7;9;9;8;8;8;8;7;9;8;7;5;4;9;8;5;8;5;8;8;8;8;7;8;7;7;9;6;7;8;9;1;7;8;8;8;4;7;7;7;7;9;7
10/6/2020 14:44:40;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;1;1;1;9;9;9;7
10/6/2020 14:45:03;Hidráulica, Mención Gestión de Recursos Hídricos;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;7;8;9;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 14:45:15;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 14:46:14;Ingeniería Química, Mención Ambiente;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 14:47:20;Estadística, Mención Estadística Aplicada;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 14:47:42;Ingeniería Química, Mención Ambiente;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 14:47:58;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;8;6;8;5;6;8;7;8;8;9;9;9;9;9;9;9;8;9;9;9;9;9;7;8;9;9;9;9
10/6/2020 14:48:12;Administración de Empresas;5;7;9;9;9;9;7;9;9;7;7;7;7;7;6;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;8;7;7;8;7;7;7;8;8;7;7;7;7;8;7;7;7;8
10/6/2020 14:49:11;Administración de Empresas;9;9;9;9;9;9;9;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 14:49:21;Administración de Empresas;8;8;9;9;9;9;8;9;8;9;8;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;9;8;9;9;9;7;9;9;9;7;8;8;8;8;9;8;8;8;8;8;8
10/6/2020 14:49:44;Optometría, Mención Contactología y Terapia Visual;8;8;5;8;8;9;8;9;9;9;9;7;8;8;8;8;8;8;8;8;8;7;8;8;9;9;9;9;7;5;7;8;9;8;8;8;8;8;9;9;9;9;8;9;9;9;9;9;9;9;9;9;8;8
10/6/2020 14:53:57;Ingeniería Química, Mención Alimentos;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;7;8;9;7;9;9;9;9;9;9;9;9;6;8;9;9;9;8;8;8;9;9;9;9
10/6/2020 14:54:05;Ingeniería Química, Mención Alimentos;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9
10/6/2020 14:54:22;Administración de Empresas;9;8;8;9;9;9;8;9;8;9;8;8;8;8;9;9;9;9;9;9;8;8;8;9;9;9;9;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;9;9;9;8
10/6/2020 14:55:15;Ingeniería Química, Mención Alimentos;6;8;8;9;9;8;8;9;9;9;8;8;8;9;9;8;8;8;8;8;9;8;7;7;9;8;6;8;7;8;8;9;9;8;8;7;7;8;9;9;9;9;7;9;9;9;9;9;9;8;9;8;9;8
10/6/2020 14:57:19;Agronomía, Mención Mecanización Agrícola;6;8;8;9;4;8;6;9;9;9;7;6;9;8;8;9;9;8;7;9;8;8;9;9;8;9;8;7;9;6;9;7;9;7;9;9;6;8;6;9;8;9;9;9;9;9;9;8;7;5;9;9;9;8
10/6/2020 14:57:31;Ingeniería Química, Mención Alimentos;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 14:57:44;Estadística, Mención Estadística Aplicada;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;3;5;9;5;5;5;5;9;5;5;5;5;5;7;7;9;9;9;9;9;9;5;5;9;9;9;9;5;5;8;5;9;9
10/6/2020 14:57:47;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;8;8;9;8;9;8;6;8;8;7;9;9;7;8;9;7;9;9;8;9;9;9;8;8;8;8;7;8;9;9;9;9;9
10/6/2020 14:58:00;Ingeniería Química, Mención Alimentos;8;9;9;8;9;8;8;8;8;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;6;3;8;7;7;7;7;8;8;8;7;7;7;9;7;7;6;9;9;9;9;7;7;8;8;8;8;8
10/6/2020 14:58:23;Administración de Empresas;5;8;8;5;8;8;5;7;5;5;5;5;8;8;7;8;8;7;6;7;5;5;5;6;5;5;4;4;3;4;4;4;5;5;5;5;5;8;5;5;5;6;5;5;5;5;5;5;5;5;7;7;7;7
10/6/2020 14:58:44;Ingeniería Química, Mención Ambiente;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;8;8;8;8;8;8;8;8;8;8;8;9;9;9;8;8;8;8;8;9;8;8;8;8;8;8
10/6/2020 14:59:57;Estadística, Mención Estadística Aplicada;8;9;9;8;9;8;9;9;9;9;9;9;9;7;9;8;8;9;9;9;9;9;7;8;8;8;8;8;8;8;8;8;8;7;9;9;8;9;6;9;9;9;7;7;8;8;8;8;8;7;9;8;9;9
10/6/2020 15:00:10;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;9;9;9;7;9;9;8;9;9;9;9;9;9;9;8;8;9;9;8;9;9;9;9;8;8;9;9;9;9;9
10/6/2020 15:01:13;Administración de Empresas;7;8;9;9;9;8;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;8;7;9;7;9;8;8;9;8;8;8;8;8;9;9;9;8;8;8;9;8;8;9;9;8;8;8;8;8;9;6;9;9
10/6/2020 15:01:52;Ingeniería Química, Mención Procesos Químicos;8;8;8;8;8;8;8;8;8;9;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
10/6/2020 15:04:03;Educación, Mención Enseñanza Básica;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;8;7;9;9;9;9;5;7;8;9;8;9;9;9;9;8;8;9;9;9;9;6;8;8;9;9;9;8;8;9;9;9;9
10/6/2020 15:07:11;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;7;5;4;5;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;9;9;9;9;9
10/6/2020 15:08:04;Administración de Empresas;9;8;8;8;8;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;7;8;7;7;7;7;7;7;7;7;7;7;7;8;8;8
10/6/2020 15:10:02;Ingeniería Química, Mención Ambiente;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:11:46;Estadística, Mención Estadística Aplicada;8;8;9;8;9;9;9;9;7;8;9;9;9;9;9;9;9;8;8;9;8;8;9;8;9;9;8;9;9;8;9;9;9;1;9;8;8;8;3;8;9;8;9;8;8;9;9;7;8;9;9;9;9;9
10/6/2020 15:11:56;Agronomía, Mención Producción Agrícola Sostenible;6;8;9;7;8;8;7;9;9;8;7;7;9;9;9;8;9;9;9;9;8;8;7;7;9;8;7;8;8;8;7;8;9;8;9;9;8;9;8;8;8;9;5;9;8;9;9;7;9;8;9;9;9;9
10/6/2020 15:12:26;Pedagogía, Mención Bachillerato Técnico;8;6;9;9;8;8;7;9;8;8;8;7;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;5;1;1;9;9;9;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;2;8;8;8;8
10/6/2020 15:12:36;Ingeniería Química, Mención Alimentos;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:12:43;Ingeniería Química, Mención Alimentos;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:13:33;Ingeniería Química, Mención Ambiente;8;9;8;7;8;7;9;9;7;8;8;8;9;9;8;9;9;8;8;9;7;7;8;8;7;8;7;7;8;7;7;9;8;6;7;9;8;8;6;8;8;7;7;8;6;8;8;7;8;7;8;8;9;8
10/6/2020 15:13:44;Matemática;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:15:42;Matemática;6;8;9;8;9;7;9;8;9;9;6;7;9;9;6;7;7;8;8;9;5;5;3;8;9;9;8;7;7;6;8;9;9;6;9;9;6;8;9;8;8;8;3;5;8;5;8;7;8;8;7;9;9;9
10/6/2020 15:15:54;Pedagogía, Mención Bachillerato Técnico;8;8;8;8;8;9;8;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;9;9;9;9;9;8;8;8;9;9;8;9;9;9;9;9;8;9;8;8;8;9;8;8;8
10/6/2020 15:15:54;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:17:09;Gerencia de la Calidad e Innovación;5;5;5;5;5;5;4;8;9;5;5;4;8;6;4;3;4;5;4;7;3;4;5;4;8;8;5;1;5;1;7;7;8;1;1;5;5;3;1;3;4;1;1;4;1;6;5;4;4;6;6;6;4;4
10/6/2020 15:17:38;Química, Mención Química Ambiental;7;9;9;9;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;5;6;9;9;8;7
10/6/2020 15:17:47;Administración de Empresas;9;9;9;9;9;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:17:48;Ingeniería Química, Mención Procesos Químicos;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:19:23;Ingeniería Química, Mención Procesos Químicos;7;7;7;7;7;8;7;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;9;8;8;8;8;8;8;8;8;8;9;8;8;8;8;8;9;8;8;8;8;8
10/6/2020 15:19:50;Ingeniería Química, Mención Alimentos;7;7;8;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;8;7;9;9;9;7;2;5;7;7;9;9;5;8;9;7;7;3;8;8;9;8;9;9;7;7;4;7;4;8;8;8;8
10/6/2020 15:22:21;Ingeniería Química, Mención Procesos Químicos;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:22:31;Administración de Empresas;7;9;9;9;9;9;9;9;8;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;7;9;9;8;9;9;9;9;9;9;9;9;9;7;7;7;9;9;9;9;8;8;8;9;9;9;9
10/6/2020 15:24:21;Matemática;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:24:41;Gerencia de la Calidad e Innovación;7;8;6;6;8;8;6;9;5;7;7;7;8;6;6;8;8;8;7;8;8;6;6;7;9;7;6;4;3;7;8;8;8;7;7;6;6;8;1;3;5;3;1;7;7;6;5;7;7;7;8;8;7;7
10/6/2020 15:24:53;Educación, Mención Enseñanza Básica;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;2;9;9;9;9;5;7;7;9;9;9;9
10/6/2020 15:25:08;Pedagogía, Mención Bachillerato Técnico;9;9;9;9;9;9;9;9;9;9;9;7;9;8;9;9;9;9;9;9;9;9;9;9;9;9;7;9;7;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:26:08;Ingeniería Química, Mención Alimentos;7;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;2;7;5;9;9;9;9;9;9;9;9;9;9;9;9;5;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:26:56;Administración de Empresas;8;8;8;8;8;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;6;9;9;9;9;9;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:27:01;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;9;7;3;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:28:38;Pedagogía, Mención Bachillerato Técnico;9;9;9;9;9;9;8;8;9;5;8;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;1;9;6;9;8;9;8
10/6/2020 15:29:36;Administración de Empresas;9;9;9;9;9;9;8;7;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;7;8;8;7;8;8;9;8;9;8;6;5;3;5;3;5;6;7;8;6;6;7;9;8;8;8
10/6/2020 15:30:42;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:31:16;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:31:22;Zootecnia, Mención Producción Ganadera Sostenible;9;9;9;9;9;9;8;9;9;8;7;8;9;9;8;9;7;8;9;9;7;6;6;9;8;9;6;8;7;2;4;7;9;8;9;8;5;7;9;7;8;9;9;9;8;8;9;8;9;8;8;8;9;7
10/6/2020 15:33:42;Agroindustria;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:34:25;Matemática;7;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;8;9;9;8;8;9;8;9;9;8;8;9;9;8;9;9;9;9;9;8;8;9;8;9;9;9;9;8;9;9;9;9;9;9
10/6/2020 15:38:29;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:38:53;Bibliotecología, Mención Gestión de la Información;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;2;6;7;8;8;9;9
10/6/2020 15:41:29;Agronomía, Mención Agricultura Sostenible;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;8;7;7;7;7;8;8;8;8;8;8;9
10/6/2020 15:41:34;Ingeniería Química, Mención Procesos Químicos;7;7;8;8;9;8;8;8;7;9;7;7;8;7;7;7;7;7;7;8;7;7;7;3;5;7;7;5;6;5;7;6;6;7;7;7;7;7;7;7;8;9;9;7;7;7;8;7;8;8;8;8;8;8
10/6/2020 15:41:39;Agronomía, Mención Agricultura Sostenible;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:43:04;Agroindustria;7;8;8;9;9;8;7;8;8;8;1;5;9;7;7;7;7;8;8;8;8;2;2;7;8;7;2;7;7;8;7;8;9;5;8;8;8;2;8;8;8;9;8;8;8;9;7;8;8;5;8;7;8;7
10/6/2020 15:43:21;Agronomía, Mención Producción Agrícola Sostenible;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:47:09;Pedagogía, Mención Bachillerato Técnico;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;8;8;5;8;9;9;8;8;9;8;9;9;9;9;9;9;8;9;9;9;9;9;8;9;9;9;9;8;9;9;9;9;9;9
10/6/2020 15:47:43;Ingeniería Química, Mención Alimentos;6;7;9;9;9;9;9;9;8;9;8;7;9;8;8;8;7;8;7;9;8;4;6;9;5;6;5;1;2;3;6;6;7;1;8;9;7;7;1;7;5;5;1;9;9;7;8;7;6;7;8;9;8;8
10/6/2020 15:47:51;Matemática;8;9;9;9;8;9;8;9;8;9;9;9;9;8;9;9;9;9;8;9;8;9;9;9;9;9;9;9;8;9;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:51:19;Agronomía, Mención Agricultura Sostenible;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:54:12;Pedagogía, Mención Bachillerato Técnico;9;8;9;9;9;9;5;8;8;7;6;6;8;8;9;8;8;8;8;9;9;6;6;8;9;9;9;9;9;9;9;9;9;5;8;8;6;6;7;5;6;7;1;8;7;7;7;6;9;9;9;9;9;7
10/6/2020 15:54:44;Hidráulica, Mención Gestión de Recursos Hídricos;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;9;9;9;9;8;8;9;8;9;9;9;9;9;8;8;9;8;9;9
10/6/2020 15:58:52;Administración de Empresas;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 15:59:57;Agronomía, Mención Agricultura Sostenible;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;9;8;8;9;9;8;8;9;9;9;9;9;9;9;8;9;9;9;8;8;8;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 16:02:49;Zootecnia, Mención Producción Ganadera Sostenible;5;5;5;9;9;9;8;9;5;8;8;8;9;9;7;5;9;9;9;8;6;7;8;5;9;8;5;5;3;5;4;6;8;8;5;7;5;9;9;9;9;9;9;6;6;9;7;9;9;7;8;7;8;8
10/6/2020 16:04:43;Agronomía, Mención Producción Agrícola Sostenible;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
10/6/2020 16:05:39;Estadística, Mención Estadística Aplicada;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;7;9;9;9;9;9;9;8;9;8;8;9;7;9;9;9;9;7;9;8;8;6;9;8;8;8;7;8;9;9;9;9;9
10/6/2020 16:07:08;Ingeniería Química, Mención Alimentos;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 16:12:17;Ingeniería Química, Mención Ambiente;9;9;9;8;9;9;9;9;6;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;9;7;9;9;9;9;9;9;7;8;9;9;9;9;9;5;9;8;9;9;9;9;9;9;9;9;9
10/6/2020 16:13:23;Ingeniería Química, Mención Alimentos;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;5;5;5;9;9;9;9;9;9;7;9;5;9;9;9;1;9;9;9;9;7;9;7;9;9;9;8
10/6/2020 16:16:27;Optometría, Mención Contactología y Terapia Visual;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8
10/6/2020 16:19:44;Estadística, Mención Estadística Aplicada;9;9;9;9;7;7;9;9;7;9;7;9;9;9;9;9;9;9;9;9;1;6;9;9;9;7;4;5;1;9;9;9;9;7;9;9;9;9;9;9;5;7;1;9;9;9;9;9;9;7;9;9;9;7
10/6/2020 16:19:55;Agronomía, Mención Producción Agrícola Sostenible;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 16:22:41;Estadística, Mención Estadística Aplicada;8;6;9;6;7;6;8;9;6;6;8;8;9;9;9;9;9;8;8;7;5;5;5;3;4;4;6;5;6;5;5;5;5;7;4;8;8;9;8;7;6;8;5;5;5;4;4;7;7;5;5;5;7;8
10/6/2020 16:24:49;Gerencia de la Calidad e Innovación;5;6;9;9;7;7;5;9;5;5;5;5;5;5;5;8;6;8;6;6;6;6;7;7;7;7;8;8;7;8;6;7;7;9;4;6;6;6;9;6;7;6;7;7;8;8;7;7;7;7;8;8;8;6
10/6/2020 16:26:14;Optometría, Mención Contactología y Terapia Visual;9;9;9;9;9;9;8;9;8;9;9;8;8;8;8;8;8;8;8;8;7;7;7;9;9;9;5;6;7;9;9;9;9;8;9;9;7;5;9;8;9;9;5;8;9;9;9;7;9;8;9;8;9;8
10/6/2020 16:26:58;Pedagogía, Mención Bachillerato Técnico;9;9;9;7;9;9;8;9;9;8;7;8;9;9;8;9;9;9;8;9;9;8;9;9;9;9;9;6;9;7;7;9;9;8;8;9;7;8;8;8;8;9;8;9;9;8;8;7;8;8;8;8;9;9
10/6/2020 16:27:35;Estadística, Mención Estadística Aplicada;8;8;9;9;8;8;7;7;7;7;7;6;9;8;8;7;7;8;7;7;9;7;8;9;1;7;6;7;7;6;5;6;7;7;7;7;7;7;7;7;8;7;7;7;7;8;8;7;7;7;7;7;8;8
10/6/2020 16:30:29;Estadística, Mención Estadística Aplicada;6;8;6;7;9;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;7;9;5;9;5;5;5;5;5;5;5;1;7;9;9;9;9;9;5;5;5;5;7;5;5;5;5;5;7;9;7;9
10/6/2020 16:32:34;Desarrollo Local;6;8;9;7;8;9;7;8;7;7;6;6;8;8;8;8;8;9;7;7;7;7;7;8;8;8;8;7;8;7;8;7;8;7;8;7;8;7;8;7;8;8;7;8;7;8;8;8;8;7;8;8;8;8
10/6/2020 16:35:09;Agronomía, Mención Producción Agrícola Sostenible;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9
10/6/2020 16:36:25;Administración de Empresas;4;4;2;8;8;7;7;8;5;7;7;7;8;8;8;8;8;8;8;8;6;7;7;8;4;4;4;2;6;2;7;7;7;7;7;8;8;8;8;8;8;8;7;8;8;7;7;6;4;5;8;8;8;7
10/6/2020 16:38:07;Desarrollo Local;8;8;8;6;7;7;8;8;8;7;7;7;7;8;7;7;7;7;7;8;7;7;7;6;6;6;7;4;7;5;6;7;7;3;6;6;6;6;6;7;7;7;7;7;8;7;7;8;7;7;7;8;8;8
